Record Length,2.50E+03,,-0.05,0
Sample Interval,4.00E-05,,-0.04996,0.8
Trigger Point,1.25E+03,,-0.04992,0.8
,,,-0.04988,0.8
,,,-0.04984,0.8
,,,-0.0498,0.8
Source,CH2,,-0.04976,0.8
Vertical Units,V,,-0.04972,0.8
Vertical Scale,2.00E+01,,-0.04968,0.8
Vertical Offset,-6.88E+01,,-0.04964,0.8
Horizontal Units,s,,-0.0496,0.8
Horizontal Scale,1.00E-02,,-0.04956,0.8
Pt Fmt,Y,,-0.04952,0.8
Yzero,0.00E+00,,-0.04948,0.8
Probe Atten,1.00E+01,,-0.04944,0.8
Model Number,TBS1052B-EDU,,-0.0494,0.8
Serial Number,C053471,,-0.04936,0.8
Firmware Version,FV:v4.06,,-0.04932,0.8
,,,-0.04928,0.8
,,,-0.04924,0.8
,,,-0.0492,0.8
,,,-0.04916,0.8
,,,-0.04912,0.8
,,,-0.04908,0.8
,,,-0.04904,0.8
,,,-0.049,0.8
,,,-0.04896,0.8
,,,-0.04892,0.8
,,,-0.04888,0.8
,,,-0.04884,0.8
,,,-0.0488,0.8
,,,-0.04876,0
,,,-0.04872,0.8
,,,-0.04868,0
,,,-0.04864,0.8
,,,-0.0486,0.8
,,,-0.04856,0.8
,,,-0.04852,0.8
,,,-0.04848,0.8
,,,-0.04844,0.8
,,,-0.0484,0.8
,,,-0.04836,0.8
,,,-0.04832,0.8
,,,-0.04828,0.8
,,,-0.04824,0.8
,,,-0.0482,0.8
,,,-0.04816,0.8
,,,-0.04812,0.8
,,,-0.04808,0.8
,,,-0.04804,0.8
,,,-0.048,0.8
,,,-0.04796,0.8
,,,-0.04792,0.8
,,,-0.04788,0.8
,,,-0.04784,0.8
,,,-0.0478,0.8
,,,-0.04776,1.6
,,,-0.04772,0.8
,,,-0.04768,0.8
,,,-0.04764,0.8
,,,-0.0476,0.8
,,,-0.04756,0
,,,-0.04752,0.8
,,,-0.04748,0.8
,,,-0.04744,0.8
,,,-0.0474,0.8
,,,-0.04736,0.8
,,,-0.04732,0.8
,,,-0.04728,0.8
,,,-0.04724,0.8
,,,-0.0472,0.8
,,,-0.04716,0.8
,,,-0.04712,0.8
,,,-0.04708,0.8
,,,-0.04704,0.8
,,,-0.047,0.8
,,,-0.04696,0.8
,,,-0.04692,0.8
,,,-0.04688,0.8
,,,-0.04684,0.8
,,,-0.0468,0.8
,,,-0.04676,0.8
,,,-0.04672,0.8
,,,-0.04668,0.8
,,,-0.04664,0.8
,,,-0.0466,0.8
,,,-0.04656,0.8
,,,-0.04652,0.8
,,,-0.04648,0.8
,,,-0.04644,0
,,,-0.0464,0.8
,,,-0.04636,0.8
,,,-0.04632,0.8
,,,-0.04628,0.8
,,,-0.04624,0.8
,,,-0.0462,0.8
,,,-0.04616,0.8
,,,-0.04612,0.8
,,,-0.04608,0.8
,,,-0.04604,0.8
,,,-0.046,0.8
,,,-0.04596,0.8
,,,-0.04592,0.8
,,,-0.04588,0.8
,,,-0.04584,0.8
,,,-0.0458,0.8
,,,-0.04576,0.8
,,,-0.04572,0.8
,,,-0.04568,0.8
,,,-0.04564,0.8
,,,-0.0456,0.8
,,,-0.04556,0.8
,,,-0.04552,0.8
,,,-0.04548,0.8
,,,-0.04544,0.8
,,,-0.0454,0.8
,,,-0.04536,0.8
,,,-0.04532,0
,,,-0.04528,0.8
,,,-0.04524,0.8
,,,-0.0452,0.8
,,,-0.04516,0.8
,,,-0.04512,0.8
,,,-0.04508,0.8
,,,-0.04504,0.8
,,,-0.045,0.8
,,,-0.04496,0.8
,,,-0.04492,0.8
,,,-0.04488,0.8
,,,-0.04484,0.8
,,,-0.0448,0.8
,,,-0.04476,0.8
,,,-0.04472,0
,,,-0.04468,0.8
,,,-0.04464,0.8
,,,-0.0446,0.8
,,,-0.04456,0.8
,,,-0.04452,0.8
,,,-0.04448,0
,,,-0.04444,0.8
,,,-0.0444,0.8
,,,-0.04436,0.8
,,,-0.04432,0.8
,,,-0.04428,0.8
,,,-0.04424,0.8
,,,-0.0442,0.8
,,,-0.04416,0.8
,,,-0.04412,0.8
,,,-0.04408,0.8
,,,-0.04404,0.8
,,,-0.044,0.8
,,,-0.04396,0.8
,,,-0.04392,0.8
,,,-0.04388,0.8
,,,-0.04384,0.8
,,,-0.0438,0.8
,,,-0.04376,0.8
,,,-0.04372,0.8
,,,-0.04368,0.8
,,,-0.04364,0.8
,,,-0.0436,0.8
,,,-0.04356,0.8
,,,-0.04352,0.8
,,,-0.04348,0.8
